Year,Age,Sex,Ratio
2005,42,Male,0.0009924480903127763
2005,43,Female,0.001040955076282489
2005,43,Male,0.001887003662066429
2005,44,Female,0.0008344320021361459
2005,44,Male,0.001883083632038851
2005,45,Female,0.0009722482815085199
2005,45,Male,0.0021365723995222154
2005,46,Female,0.001377482519921187
2005,46,Male,0.0018946570670708603
2005,47,Female,0.0014314446719454965
2005,47,Male,0.0023287405394915583
2005,48,Female,0.0014109541348285783
2005,48,Male,0.0026601481055431734
2005,49,Female,0.0021149234284419433
2005,49,Male,0.0026446341285474577
2005,50,Female,0.0016712658867425862
2005,50,Male,0.002929483155471856
2005,51,Female,0.0014006983763735722
2005,51,Male,0.0032788816461163904
2005,52,Female,0.002086625339329849
2005,52,Male,0.003919338789269541
2005,53,Female,0.00184300064808814
2005,53,Male,0.0039163961038961035
2005,54,Female,0.002617635262080176
2005,54,Male,0.00458522631667508
2005,55,Female,0.0026309839468870114
2005,55,Male,0.004452214926101364
2005,56,Female,0.002670807453416149
2005,56,Male,0.005628323711382871
2005,57,Female,0.0030350559142851325
2005,57,Male,0.005837255667687501
2005,58,Female,0.0033312513012700396
2005,58,Male,0.005995654717138798
2005,59,Female,0.003911152012047185
2005,59,Male,0.0076635592508608385
2005,60,Female,0.004329480022856138
2005,60,Male,0.007486724122921564
2005,61,Female,0.004869519024325461
2005,61,Male,0.008323451099724788
2005,62,Female,0.00479069236911144
2005,62,Male,0.009446535880468586
2005,63,Female,0.005165239848868908
2005,63,Male,0.009951348960636886
2005,64,Female,0.005812625326801533
2005,64,Male,0.010703363914373088
2005,65,Female,0.006522448092183933
2005,65,Male,0.011918775750441436
2005,66,Female,0.007227974213713616
2005,66,Male,0.013606066165229622
2005,67,Female,0.007350618772791225
2005,67,Male,0.014014077778131668
2005,68,Female,0.007838209776820438
2005,68,Male,0.015102082001950826
2005,69,Female,0.008580274214949137
2005,69,Male,0.01755458218736206
2005,70,Female,0.010006870388625026
2005,70,Male,0.018788277222241447
2005,71,Female,0.011424567389714842
2005,71,Male,0.022128972096693206
2005,72,Female,0.012145370745227492
2005,72,Male,0.02488228763924511
2005,73,Female,0.012866717248356096
2005,73,Male,0.024399781027606163
2005,74,Female,0.014740661547931447
2005,74,Male,0.029037963229547978
2005,75,Female,0.017141009055627425
2005,75,Male,0.032325830653804934
2005,76,Female,0.019318827500919147
2005,76,Male,0.0355054110062169
2005,77,Female,0.021697819852814153
2005,77,Male,0.04087712443836687
2005,78,Female,0.024520989532398854
2005,78,Male,0.04499895594069743
2005,79,Female,0.027468719220807646
2005,79,Male,0.04904227212681638
2005,80,Female,0.03389062912782579
2005,80,Male,0.05749282072320225
2005,81,Female,0.03942877319628075
2005,81,Male,0.06514679137438295
2005,82,Female,0.04565298740177123
2005,82,Male,0.07373335164080735
2005,83,Female,0.053496472269357866
2005,83,Male,0.08153013910355487
2005,84,Female,0.05868694226916773
2005,84,Male,0.09246296597753541
2005,85,Female,0.06925503765520048
2005,85,Male,0.10166975881261596
2005,86,Female,0.07940763436741989
2005,86,Male,0.11507593530065441
2005,87,Female,0.09264404796724188
2005,87,Male,0.12675242087006794
2005,88,Female,0.10179495472186287
2005,88,Male,0.13619886069394097
2005,89,Female,0.11822214175794334
2005,89,Male,0.15375423222465645
2005,90,Female,0.13088897992625972
2005,90,Male,0.17370441458733205
2005,91,Female,0.14712130868918633
2005,91,Male,0.18741633199464525
2005,92,Female,0.16524767801857584
2005,92,Male,0.2062841530054645
2005,93,Female,0.18808536772608628
2005,93,Male,0.22719374456993918
2005,94,Female,0.19131455399061034
2005,94,Male,0.23711980136561142
2005,95,Female,0.2275132275132275
2005,95,Male,0.2630252100840336
2005,96,Female,0.23535564853556484
2005,96,Male,0.2907801418439716
2005,97,Female,0.25208140610545793
2005,97,Male,0.29743589743589743
2005,98,Female,0.2716216216216216
2005,98,Male,0.2757660167130919
2005,99,Female,0.29394387001477107
2005,99,Male,0.29043478260869565
2006,0,Female,
2006,0,Male,
2006,1,Female,0.000511261964950152
2006,1,Male,0.0007766886282071884
2006,2,Female,0.00014033905916694734
2006,2,Male,0.0002407125090267191
2006,3,Female,0.00014245420097438674
2006,3,Male,0.0001888421279810079
2006,4,Female,8.4300446792368e-05
2006,4,Male,0.00010556039374026865
2006,5,Female,0.00013970773142585712
2006,5,Male,0.0001314198601692688
2006,6,Female,0.00011073583965450419
2006,6,Male,0.0001559332605644784
2006,7,Female,5.290445455507354e-05
2006,7,Male,0.0001247722905697103
2006,8,Female,2.5945048387515243e-05
2006,8,Male,9.822700260301557e-05
2006,9,Female,0.00015284677111196025
2006,9,Male,0.0001444112833349379
2006,10,Female,7.402289774970391e-05
2006,10,Male,0.0001633300667319987
2006,11,Female,7.442875927258293e-05
2006,11,Male,2.347583163133554e-05
2006,12,Female,9.717228646390049e-05
2006,12,Male,4.6020387031454936e-05
2006,13,Female,7.202362374858953e-05
2006,13,Male,0.00011378117604223557
2006,14,Female,0.00018327186089665758
2006,14,Male,0.00026232948583420777
2006,15,Female,4.579698197888759e-05
2006,15,Male,0.00021572645885017797
2006,16,Female,0.00018316276301028002
2006,16,Male,0.00023770934629929768
2006,17,Female,0.00020814061054579092
2006,17,Male,0.0003727171077152441
2006,18,Female,0.00037015615962984386
2006,18,Male,0.0005034365013352011
2006,19,Female,0.0002378686964795433
2006,19,Male,0.0007259198765936209
2006,20,Female,0.00037454060254219434
2006,20,Male,0.0006326253953908721
2006,21,Female,0.00016312833539185756
2006,21,Male,0.0005008537279453614
2006,22,Female,0.0001392272885485555
2006,22,Male,0.000602087235750602
2006,23,Female,0.00018444229261769724
2006,23,Male,0.0006785334630086174
2006,24,Female,0.00026622886808359586
2006,24,Male,0.0008211638332815482
2006,25,Female,0.00037755963221249944
2006,25,Male,0.0007270644223142681
2006,26,Female,0.00028038995772582175
2006,26,Male,0.0008511938539438648
2006,27,Female,0.00023653370605311258
2006,27,Male,0.0006786191195464197
2006,28,Female,0.00030079711234772146
2006,28,Male,0.000780504726389732
2006,29,Female,0.00033628988187817897
2006,29,Male,0.000616169127801976
2006,30,Female,0.00033040102424317515
2006,30,Male,0.0007396606014497348
2006,31,Female,0.00032670396536937967
2006,31,Male,0.000580587637630373
2006,32,Female,0.0005508016130618669
2006,32,Male,0.0006560897053560778
2006,33,Female,0.0004627308834303783
2006,33,Male,0.0008188571094344037
2006,34,Female,0.0003704389701796629
2006,34,Male,0.0008585934000298641
2006,35,Female,0.00031922817720710816
2006,35,Male,0.0008438515539436595
2006,36,Female,0.00043638394805285485
2006,36,Male,0.0008599659523684164
2006,37,Female,0.00041829802897968746
2006,37,Male,0.0008837074928198767
2006,38,Female,0.0004738639520253599
2006,38,Male,0.0008710944562233947
2006,39,Female,0.000467139175257732
2006,39,Male,0.00110030582029417
2006,40,Female,0.000804365655163712
2006,40,Male,0.0012024861792172908
2006,41,Female,0.000799849440105392
2006,41,Male,0.001167578197013458
2006,42,Female,0.0007409351218683914
2006,42,Male,0.0013573022863002957
2006,43,Female,0.0007857681669600201
2006,43,Male,0.0012671920877762323
2006,44,Female,0.0009426449316582425
2006,44,Male,0.0016315562167090551
2006,45,Female,0.000900225056264066
2006,45,Male,0.0018493444734321851
2006,46,Female,0.0013805092545250025
2006,46,Male,0.001965857920559177
2006,47,Female,0.001480294665714634
2006,47,Male,0.002341235001463272
2006,48,Female,0.0012142300512876275
2006,48,Male,0.0026666666666666666
2006,49,Female,0.0018169138158860667
2006,49,Male,0.002229854879605819
2006,50,Female,0.0019131686619184725
2006,50,Male,0.002320864019297893
2006,51,Female,0.002044989775051125
2006,51,Male,0.0033904761904761903
2006,52,Female,0.0020779323583542775
2006,52,Male,0.003370985865515406
2006,53,Female,0.002619874489733748
2006,53,Male,0.0034451126286820914
2006,54,Female,0.0022558224606755274
2006,54,Male,0.004059650339664211
2006,55,Female,0.0026691522264118968
2006,55,Male,0.00444359804481686
2006,56,Female,0.0032002312425155883
2006,56,Male,0.00521643073398249
2006,57,Female,0.003265662700723854
2006,57,Male,0.006301118344182941
2006,58,Female,0.003297896310862574
2006,58,Male,0.0063226849644478535
2006,59,Female,0.004169460274891049
2006,59,Male,0.006913705155769149
2006,60,Female,0.003643562688233188
2006,60,Male,0.007200050973812204
2006,61,Female,0.004451235716183896
2006,61,Male,0.008027699975740467
2006,62,Female,0.004816590478314194
2006,62,Male,0.009343886784750413
2006,63,Female,0.005611517409502783
2006,63,Male,0.009958978493348826
2006,64,Female,0.006075216972034715
2006,64,Male,0.009953351460573252
2006,65,Female,0.006327006327006327
2006,65,Male,0.01110929586668845
2006,66,Female,0.006643059101265475
2006,66,Male,0.012278061992175744
2006,67,Female,0.006365121387934433
2006,67,Male,0.013146007912526089
2006,68,Female,0.008336951801997394
2006,68,Male,0.015382622494251756
2006,69,Female,0.009173204586602294
2006,69,Male,0.015525395846185482
2006,70,Female,0.010360843158270811
2006,70,Male,0.01938212960715648
2006,71,Female,0.010629945038352358
2006,71,Male,0.019997173544375354
2006,72,Female,0.011865503744568065
2006,72,Male,0.02222467122180589
2006,73,Female,0.013935744238105749
2006,73,Male,0.023772102161100195
2006,74,Female,0.01522240738366876
2006,74,Male,0.02844761866548971
2006,75,Female,0.01601341575693805
2006,75,Male,0.03213089737611801
2006,76,Female,0.01883251572119975
2006,76,Male,0.034218001065151785
2006,77,Female,0.02386960376457751
2006,77,Male,0.04022357043901973
2006,78,Female,0.024524701392324547
2006,78,Male,0.04376847039641292
2006,79,Female,0.02842827982928187
2006,79,Male,0.051444833625218914
2006,80,Female,0.03181153168023408
2006,80,Male,0.05436420540164599
2006,81,Female,0.035464320625610946
2006,81,Male,0.06115085536547434
2006,82,Female,0.04063113145846959
2006,82,Male,0.07288548555516881
2006,83,Female,0.048963234012894236
2006,83,Male,0.08024325126075349
2006,84,Female,0.057640560827078316
2006,84,Male,0.08243516335466487
2006,85,Female,0.07055749128919861
2006,85,Male,0.09689574735331061
2006,86,Female,0.074286651361102
2006,86,Male,0.1070358508110342
2006,87,Female,0.0894890308247709
2006,87,Male,0.13028906577293675
2006,88,Female,0.10215270499072805
2006,88,Male,0.1407260069617106
2006,89,Female,0.11358935156039213
2006,89,Male,0.1511093343993604
2006,90,Female,0.13121149897330595
2006,90,Male,0.1643513068048034
2006,91,Female,0.141439205955335
2006,91,Male,0.19053151321521927
2006,92,Female,0.16185476815398075
2006,92,Male,0.18370712401055408
2006,93,Female,0.17654340089741605
2006,93,Male,0.20907127429805616
2006,94,Female,0.18836198753070094
2006,94,Male,0.23670956911024063
2006,95,Female,0.2134043067989354
2006,95,Male,0.23774509803921567
2006,96,Female,0.22033898305084745
2006,96,Male,0.27107061503416857
2006,97,Female,0.23446069469835465
2006,97,Male,0.2747068676716918
2006,98,Female,0.24767225325884543
2006,98,Male,0.26277372262773724
2006,99,Female,0.2502502502502503
2006,99,Male,0.2679938744257274
2007,0,Female,
2007,0,Male,
2007,1,Female,0.0006484901457693067
2007,1,Male,0.00039919097296146476
2007,2,Female,0.00028211132112731683
2007,2,Male,0.0001597571691029635
2007,3,Female,0.00011134927483784762
2007,3,Male,0.0001593879502709595
2007,4,Female,5.671828030174125e-05
2007,4,Male,0.00010733356588939276
2007,5,Female,5.59190292456523e-05
2007,5,Male,7.869058860560277e-05
2007,6,Female,0.00013914398619691658
2007,6,Male,7.831057975932548e-05
2007,7,Female,8.260821676396079e-05
2007,7,Male,0.0001549666821633349
2007,8,Female,0.0
2007,8,Male,0.00017382235355466714
2007,9,Female,7.740137774452385e-05
2007,9,Male,7.332991127080736e-05
2007,10,Female,7.603791757489735e-05
2007,10,Male,0.00011961722488038278
2007,11,Female,0.00014740928187111516
2007,11,Male,6.960718346133322e-05
2007,12,Female,4.943398091848337e-05
2007,12,Male,7.003618536243726e-05
2007,13,Female,7.251456334147108e-05
2007,13,Male,9.162333646379733e-05
2007,14,Female,9.550642280693377e-05
2007,14,Male,9.049364282159179e-05
2007,15,Female,0.00011392376221832349
2007,15,Male,0.00019555014774900052
2007,16,Female,0.0002730499681441704
2007,16,Male,0.0002785216925549009
2007,17,Female,0.0003181384356678635
2007,17,Male,0.0004719105943928441
2007,18,Female,0.0001841917436050929
2007,18,Male,0.0003489640130861505
2007,19,Female,0.00011450556497045756
2007,19,Male,0.0006963030659094371
2007,20,Female,0.0003047779809630984
2007,20,Male,0.0007664389892022272
2007,21,Female,0.0002761096155173604
2007,21,Male,0.0006265664160401002
2007,22,Female,0.00011479738261967628
2007,22,Male,0.000677155045933684
2007,23,Female,0.00041135335252982314
2007,23,Male,0.0008827293993026437
2007,24,Female,0.00018107331205721917
2007,24,Male,0.0007370678102385419
2007,25,Female,0.0002617629736273804
2007,25,Male,0.000632897579712359
2007,26,Female,0.0004129267815617326
2007,26,Male,0.0006500541711809318
2007,27,Female,0.0003378521052409308
2007,27,Male,0.0008136173857188738
2007,28,Female,0.00021025630243266542
2007,28,Male,0.0007075319997427157
2007,29,Female,0.0002723368597465172
2007,29,Male,0.000700324695995416
2007,30,Female,0.0002265285528944171
2007,30,Male,0.0005842218373776786
2007,31,Female,0.00028382597413128977
2007,31,Male,0.0006441156914893617
2007,32,Female,0.000381372942593336
2007,32,Male,0.0007132086237111302
2007,33,Female,0.0003890066714644156
2007,33,Male,0.0005484926247330996
2007,34,Female,0.0003819126183929117
2007,34,Male,0.0005966472275150606
2007,35,Female,0.00031240811526021757
2007,35,Male,0.0006639983768928565
2007,36,Female,0.00038718760999648013
2007,36,Male,0.0007290444183648068
2007,37,Female,0.0005555459106612732
2007,37,Male,0.0007827720567770665
2007,38,Female,0.00043280675178532783
2007,38,Male,0.000877059825600027
2007,39,Female,0.0005865007086883564
2007,39,Male,0.0009637688261622399
2007,40,Female,0.000369359242010599
2007,40,Male,0.0011576865563648641
2007,41,Female,0.0008488030305411905
2007,41,Male,0.0012748161621814903
2007,42,Female,0.0007664992882506609
2007,42,Male,0.0012400869591842984
2007,43,Female,0.0008630255208975466
2007,43,Male,0.0013810081359392355
2007,44,Female,0.0009100751596554267
2007,44,Male,0.0015871548323471401
2007,45,Female,0.0008921185382232242
2007,45,Male,0.0014829224734509041
2007,46,Female,0.001015279118537998
2007,46,Male,0.0014186503027003843
2007,47,Female,0.0010561460888525484
2007,47,Male,0.002097280246975722
2007,48,Female,0.0014282977129818327
2007,48,Male,0.0023902053169171512
2007,49,Female,0.0015041681768756796
2007,49,Male,0.00227870908480684
2007,50,Female,0.0017263861595254275
2007,50,Male,0.003007762548853628
2007,51,Female,0.0018222888707503655
2007,51,Male,0.0036225255223389075
2007,52,Female,0.002264872991389578
2007,52,Male,0.0034410246606767347
2007,53,Female,0.0021036754782884815
2007,53,Male,0.0031467078311464705
2007,54,Female,0.002264890122222449
2007,54,Male,0.004113121060816895
2007,55,Female,0.003243772568700655
2007,55,Male,0.00494287999671842
2007,56,Female,0.003086682561307902
2007,56,Male,0.005150799225251686
2007,57,Female,0.0034698414677221635
2007,57,Male,0.005488949877220858
2007,58,Female,0.0035372668857400003
2007,58,Male,0.006149828352393589
2007,59,Female,0.003960559429019349
2007,59,Male,0.0069070891851727816
2007,60,Female,0.004366535881533983
2007,60,Male,0.006834585985904997
2007,61,Female,0.004536974219810041
2007,61,Male,0.008167575372281964
2007,62,Female,0.0046353040804046975
2007,62,Male,0.009336817887377426
2007,63,Female,0.0051681909084780805
2007,63,Male,0.010187186680770823
2007,64,Female,0.005702628772775743
2007,64,Male,0.010847343483175795
2007,65,Female,0.0062827225130890054
2007,65,Male,0.012208993705922499
2007,66,Female,0.00627485410318649
2007,66,Male,0.012623110001387154
2007,67,Female,0.007525245538802047
2007,67,Male,0.013550800171684346
2007,68,Female,0.0078016397628301514
2007,68,Male,0.015107845310866879
2007,69,Female,0.009032710690169254
2007,69,Male,0.016578773895847068
2007,70,Female,0.009083150451109485
2007,70,Male,0.01838928048014516
2007,71,Female,0.010772100860564482
2007,71,Male,0.019963188446835624
2007,72,Female,0.01179057975441383
2007,72,Male,0.023462315911059774
2007,73,Female,0.014104284332386807
2007,73,Male,0.023831002856713277
2007,74,Female,0.0162864365020958
2007,74,Male,0.02813721933325271
2007,75,Female,0.01591693249137426
2007,75,Male,0.02889457607529101
2007,76,Female,0.018532146919114204
2007,76,Male,0.03249714937286203
2007,77,Female,0.02163396936307444
2007,77,Male,0.03750172342478974
2007,78,Female,0.022001047668936617
2007,78,Male,0.041394769613947696
2007,79,Female,0.028368537371834354
2007,79,Male,0.04853333333333333
2007,80,Female,0.03073042082330008
2007,80,Male,0.056500432401268376
2007,81,Female,0.03645167538252954
2007,81,Male,0.058473797119215444
2007,82,Female,0.04562783906554185
2007,82,Male,0.06721126386398353
2007,83,Female,0.050898713689411366
2007,83,Male,0.07593414029020375
2007,84,Female,0.05621681010803882
2007,84,Male,0.08632919555054006
2007,85,Female,0.06454522676021048
2007,85,Male,0.09493612719419171
2007,86,Female,0.07430566411338649
2007,86,Male,0.11110007942811756
2007,87,Female,0.08843858923613163
2007,87,Male,0.12611361795672799
2007,88,Female,0.09983995122322993
2007,88,Male,0.13665594855305466
2007,89,Female,0.11069216267169404
2007,89,Male,0.15234601274377294
2007,90,Female,0.1284785699776559
2007,90,Male,0.16796414248643549
2007,91,Female,0.14420803782505912
2007,91,Male,0.19059684684684686
2007,92,Female,0.15504410143329658
2007,92,Male,0.20627479264334656
2007,93,Female,0.17848082375764812
2007,93,Male,0.20460978568540233
2007,94,Female,0.19913825402772575
2007,94,Male,0.22428884026258206
2007,95,Female,0.2175732217573222
2007,95,Male,0.22986822840409957
2007,96,Female,0.2285276073619632
2007,96,Male,0.2505330490405117
2007,97,Female,0.23333333333333334
2007,97,Male,0.2539432176656151
2007,98,Female,0.2532777115613826
2007,98,Male,0.2288329519450801
2007,99,Female,0.25643249494073433
2007,99,Male,0.2551813471502591
2008,0,Female,
2008,0,Male,
