Year,Sex,Age,Ratio
2004,Female,11,0.0049
2004,Female,12,0.0048
2004,Female,13,0.005
2004,Female,14,0.0058
2004,Female,15,0.0061
2004,Female,16,0.0065
2004,Female,17,0.0075
2004,Female,18,0.0109
2004,Female,19,0.0139
2004,Female,20,0.0197
2004,Female,21,0.0214
2004,Female,22,0.0204
2004,Female,23,0.024
2004,Female,24,0.0249
2004,Female,25,0.0265
2004,Female,26,0.0254
2004,Female,27,0.0261
2004,Female,28,0.0249
2004,Female,29,0.024
2004,Female,30,0.019
2004,Female,31,0.0159
2004,Female,32,0.0145
2004,Female,33,0.0111
2004,Female,34,0.0093
2004,Female,35,0.009
2004,Female,36,0.007
2004,Female,37,0.0073
2004,Female,38,0.0044
2004,Female,39,0.0046
2004,Female,40,0.0039
2004,Female,41,0.0028
2004,Female,42,0.0033
2004,Female,43,0.0026
2004,Female,44,0.002
2004,Female,45,0.0027
2004,Female,46,0.0009
2004,Female,47,0.0012
2004,Female,48,0.0008
2004,Female,49,0.0003
2004,Female,50,0.0006
2004,Female,51,-0.0009
2004,Female,52,-0.0006
2004,Female,53,-0.0014
2004,Female,54,-0.0014
2004,Female,55,-0.0022
2004,Female,56,-0.002
2004,Female,57,-0.0031
2004,Female,58,-0.0025
2004,Female,59,-0.0026
2004,Female,60,-0.0031
2004,Female,61,-0.002
2004,Female,62,-0.0024
2004,Female,63,-0.0048
2004,Female,64,-0.0039
2004,Female,65,-0.003
2004,Female,66,-0.0015
2004,Female,67,-0.0008
2004,Female,68,-0.0016
2004,Female,69,-0.0005
2004,Female,70,-0.0005
2004,Female,71,-0.0015
2004,Female,72,-0.0005
2004,Female,73,-0.0008
2004,Female,74,-0.0004
2004,Female,75,-0.0009
2004,Female,76,-0.0009
2004,Female,77,-0.0007
2004,Female,78,-0.0005
2004,Female,79,-0.0005
2004,Female,80,-0.0005
2004,Female,81,-0.0007
2004,Female,82,-0.0006
2004,Female,83,-0.001
2004,Female,84,-0.0008
2004,Female,85,-0.0007
2004,Female,86,-0.0006
2004,Female,87,-0.0015
2004,Female,88,-0.0015
2004,Female,89,-0.0023
2004,Female,90,-0.0003
2004,Female,91,-0.0011
2004,Female,92,-0.0015
2004,Female,93,-0.0019
2004,Female,94,-0.002
2004,Female,95,-0.0003
2004,Female,96,-0.0021
2004,Female,97,-0.0005
2004,Female,98,-0.0015
2004,Female,99,-0.0016
2005,Male,1,0.0117
2005,Male,2,0.0062
2005,Male,3,0.0055
2005,Male,4,0.0046
2005,Male,5,0.0056
2005,Male,6,0.0048
2005,Male,7,0.0046
2005,Male,8,0.0044
2005,Male,9,0.0046
2005,Male,10,0.0062
2005,Male,11,0.0053
2005,Male,12,0.0052
2005,Male,13,0.0056
2005,Male,14,0.0054
2005,Male,15,0.0063
2005,Male,16,0.0083
2005,Male,17,0.0065
2005,Male,18,0.0062
2005,Male,19,0.0082
2005,Male,20,0.0121
2005,Male,21,0.0116
2005,Male,22,0.0131
2005,Male,23,0.0189
2005,Male,24,0.0192
2005,Male,25,0.0217
2005,Male,26,0.0235
2005,Male,27,0.0252
2005,Male,28,0.0228
2005,Male,29,0.0219
2005,Male,30,0.0182
2005,Male,31,0.0164
2005,Male,32,0.0149
2005,Male,33,0.0139
2005,Male,34,0.0107
2005,Male,35,0.0098
2005,Male,36,0.0091
2005,Male,37,0.008
2005,Male,38,0.0066
2005,Male,39,0.0064
2005,Male,40,0.0052
2005,Male,41,0.0053
2005,Male,42,0.0049
2005,Male,43,0.0031
2005,Male,44,0.0027
2005,Male,45,0.0044
2005,Male,46,0.0028
2005,Male,47,0.0015
2005,Male,48,0.0018
2005,Male,49,0.0012
2005,Male,50,0.0019
2005,Male,51,-0.0001
2005,Male,52,-0.0001
2005,Male,53,-0.0009
2005,Male,54,-0.0012
2005,Male,55,-0.0016
2005,Male,56,-0.0022
2005,Male,57,-0.0026
2005,Male,58,-0.0023
2005,Male,59,-0.0037
2005,Male,60,-0.0059
2005,Male,61,-0.0053
2005,Male,62,-0.0042
2005,Male,63,-0.0046
2005,Male,64,-0.0041
2005,Male,65,-0.0096
2005,Male,66,-0.0053
2005,Male,67,-0.0036
2005,Male,68,-0.0032
2005,Male,69,-0.0028
2005,Male,70,-0.0025
2005,Male,71,-0.0019
2005,Male,72,-0.0013
2005,Male,73,-0.0015
2005,Male,74,-0.0007
2005,Male,75,-0.0012
2005,Male,76,-0.0001
2005,Male,77,-0.0007
2005,Male,78,-0.0009
2005,Male,79,-0.0017
2005,Male,80,-0.0006
2005,Male,81,-0.0009
2005,Male,82,-0.0007
2005,Male,83,-0.0009
2005,Male,84,-0.0008
2005,Male,85,-0.0017
2005,Male,86,-0.0016
2005,Male,87,-0.0009
2005,Male,88,-0.001
2005,Male,89,-0.0012
2005,Male,90,-0.0012
2005,Male,91,-0.0013
2005,Male,92,-0.0027
2005,Male,93,-0.0009
2005,Male,94,-0.0012
2005,Male,95,0.0
2005,Male,96,-0.0047
2005,Male,97,-0.0034
2005,Male,98,0.0
2005,Male,99,-0.007
2005,Female,1,0.0106
2005,Female,2,0.0067
2005,Female,3,0.0042
2005,Female,4,0.0049
2005,Female,5,0.0034
2005,Female,6,0.0034
2005,Female,7,0.0041
2005,Female,8,0.004
2005,Female,9,0.0043
2005,Female,10,0.0038
2005,Female,11,0.0046
2005,Female,12,0.0038
2005,Female,13,0.0052
2005,Female,14,0.0047
2005,Female,15,0.0052
2005,Female,16,0.008
2005,Female,17,0.0071
2005,Female,18,0.0122
2005,Female,19,0.0157
2005,Female,20,0.0157
2005,Female,21,0.0173
2005,Female,22,0.0174
2005,Female,23,0.0196
2005,Female,24,0.022
2005,Female,25,0.0217
2005,Female,26,0.0256
2005,Female,27,0.0235
2005,Female,28,0.0209
2005,Female,29,0.0197
2005,Female,30,0.0145
2005,Female,31,0.0144
2005,Female,32,0.0107
2005,Female,33,0.011
2005,Female,34,0.0084
2005,Female,35,0.0063
2005,Female,36,0.0073
2005,Female,37,0.0064
2005,Female,38,0.0045
2005,Female,39,0.0025
2005,Female,40,0.0035
2005,Female,41,0.0029
2005,Female,42,0.0035
2005,Female,43,0.0019
2005,Female,44,0.0022
2005,Female,45,0.0021
2005,Female,46,0.0025
2005,Female,47,0.0006
2005,Female,48,0.0001
2005,Female,49,-0.0009
2005,Female,50,-0.0004
2005,Female,51,-0.0017
2005,Female,52,-0.0006
2005,Female,53,-0.0014
2005,Female,54,-0.0012
2005,Female,55,-0.0013
2005,Female,56,-0.0023
2005,Female,57,-0.0029
2005,Female,58,-0.0029
2005,Female,59,-0.0032
2005,Female,60,-0.0037
2005,Female,61,-0.0024
2005,Female,62,-0.0036
2005,Female,63,-0.0031
2005,Female,64,-0.0027
2005,Female,65,-0.0032
2005,Female,66,-0.002
2005,Female,67,-0.0017
2005,Female,68,-0.0016
2005,Female,69,-0.0007
2005,Female,70,-0.0008
2005,Female,71,-0.0009
2005,Female,72,-0.0007
2005,Female,73,-0.0007
2005,Female,74,-0.0006
2005,Female,75,-0.0008
2005,Female,76,-0.0006
2005,Female,77,-0.0008
2005,Female,78,-0.0003
2005,Female,79,-0.0006
2005,Female,80,-0.0008
2005,Female,81,-0.0007
2005,Female,82,-0.0002
2005,Female,83,-0.0006
2005,Female,84,-0.0008
2005,Female,85,-0.0005
2005,Female,86,-0.001
2005,Female,87,0.0
2005,Female,88,-0.0006
2005,Female,89,-0.0013
2005,Female,90,-0.002
2005,Female,91,-0.0012
2005,Female,92,-0.0014
2005,Female,93,-0.0011
2005,Female,94,-0.0014
2005,Female,95,-0.001
2005,Female,96,-0.0035
2005,Female,97,-0.0019
2005,Female,98,0.002
2005,Female,99,-0.0018
2006,Male,1,0.0115
2006,Male,2,0.0076
2006,Male,3,0.0054
2006,Male,4,0.0051
2006,Male,5,0.0062
2006,Male,6,0.0063
2006,Male,7,0.0051
2006,Male,8,0.0046
2006,Male,9,0.0058
2006,Male,10,0.0056
2006,Male,11,0.006
2006,Male,12,0.0049
2006,Male,13,0.0058
2006,Male,14,0.0061
2006,Male,15,0.0074
2006,Male,16,0.0077
2006,Male,17,0.0056
2006,Male,18,0.0064
2006,Male,19,0.0074
2006,Male,20,0.0106
2006,Male,21,0.0109
2006,Male,22,0.0134
2006,Male,23,0.0164
2006,Male,24,0.0222
2006,Male,25,0.021
2006,Male,26,0.0235
2006,Male,27,0.0234
2006,Male,28,0.0245
2006,Male,29,0.022
2006,Male,30,0.02
2006,Male,31,0.0205
2006,Male,32,0.0179
2006,Male,33,0.0158
2006,Male,34,0.0135
2006,Male,35,0.012
2006,Male,36,0.0107
2006,Male,37,0.0087
2006,Male,38,0.0081
2006,Male,39,0.0075
2006,Male,40,0.0068
2006,Male,41,0.0051
2006,Male,42,0.0059
2006,Male,43,0.0042
2006,Male,44,0.0046
2006,Male,45,0.0039
2006,Male,46,0.0038
2006,Male,47,0.0034
2006,Male,48,0.0023
2006,Male,49,0.0011
2006,Male,50,0.0014
2006,Male,51,-0.0002
2006,Male,52,-0.0007
2006,Male,53,-0.0012
2006,Male,54,-0.0011
2006,Male,55,-0.0018
2006,Male,56,-0.0034
2006,Male,57,-0.0036
2006,Male,58,-0.0037
2006,Male,59,-0.0031
2006,Male,60,-0.0073
2006,Male,61,-0.0049
2006,Male,62,-0.0047
2006,Male,63,-0.0047
2006,Male,64,-0.0036
2006,Male,65,-0.0075
2006,Male,66,-0.0062
2006,Male,67,-0.0035
2006,Male,68,-0.0025
2006,Male,69,-0.0028
2006,Male,70,-0.0019
2006,Male,71,-0.0016
2006,Male,72,-0.0011
2006,Male,73,-0.0013
2006,Male,74,-0.001
2006,Male,75,-0.0014
2006,Male,76,-0.0013
2006,Male,77,-0.0013
2006,Male,78,-0.0003
2006,Male,79,-0.001
2006,Male,80,-0.0001
2006,Male,81,-0.0009
2006,Male,82,-0.001
2006,Male,83,-0.0008
2006,Male,84,-0.0018
2006,Male,85,-0.0012
2006,Male,86,-0.0007
2006,Male,87,-0.001
2006,Male,88,-0.0013
2006,Male,89,-0.0024
2006,Male,90,-0.0009
2006,Male,91,-0.0017
2006,Male,92,0.0
2006,Male,93,-0.0026
2006,Male,94,-0.0022
2006,Male,95,-0.0008
2006,Male,96,-0.0034
2006,Male,97,0.0017
2006,Male,98,-0.0024
2006,Male,99,0.0
2006,Female,1,0.0141
2006,Female,2,0.0078
2006,Female,3,0.0049
2006,Female,4,0.006
2006,Female,5,0.0036
2006,Female,6,0.0056
2006,Female,7,0.0061
2006,Female,8,0.0052
2006,Female,9,0.0056
2006,Female,10,0.0051
2006,Female,11,0.0037
2006,Female,12,0.0052
2006,Female,13,0.0051
2006,Female,14,0.0055
2006,Female,15,0.0062
2006,Female,16,0.0073
2006,Female,17,0.0056
2006,Female,18,0.0104
2006,Female,19,0.0147
2006,Female,20,0.0188
2006,Female,21,0.0179
2006,Female,22,0.0178
2006,Female,23,0.0214
2006,Female,24,0.02
2006,Female,25,0.025
2006,Female,26,0.025
2006,Female,27,0.0244
2006,Female,28,0.027
2006,Female,29,0.0233
2006,Female,30,0.0207
2006,Female,31,0.0179
2006,Female,32,0.0131
2006,Female,33,0.0113
2006,Female,34,0.009
2006,Female,35,0.0089
2006,Female,36,0.0065
2006,Female,37,0.0059
2006,Female,38,0.0038
2006,Female,39,0.0037
2006,Female,40,0.0037
2006,Female,41,0.0034
2006,Female,42,0.0026
2006,Female,43,0.0021
2006,Female,44,0.002
2006,Female,45,0.0016
2006,Female,46,0.0017
2006,Female,47,0.0008
2006,Female,48,0.0005
2006,Female,49,0.0005
2006,Female,50,-0.0011
2006,Female,51,-0.0002
2006,Female,52,-0.0014
2006,Female,53,-0.0021
2006,Female,54,-0.002
2006,Female,55,-0.0028
2006,Female,56,-0.0031
2006,Female,57,-0.0037
2006,Female,58,-0.0035
2006,Female,59,-0.0028
2006,Female,60,-0.0027
2006,Female,61,-0.0025
2006,Female,62,-0.0031
2006,Female,63,-0.0022
2006,Female,64,-0.0038
2006,Female,65,-0.002
2006,Female,66,-0.0022
2006,Female,67,-0.0014
2006,Female,68,-0.0011
2006,Female,69,-0.0014
2006,Female,70,-0.0008
2006,Female,71,-0.0008
2006,Female,72,-0.0012
2006,Female,73,-0.0004
2006,Female,74,-0.0006
2006,Female,75,-0.0009
2006,Female,76,-0.0007
2006,Female,77,-0.0002
2006,Female,78,-0.0006
2006,Female,79,-0.001
2006,Female,80,-0.0002
2006,Female,81,-0.0005
2006,Female,82,-0.0006
2006,Female,83,-0.0003
2006,Female,84,-0.0008
2006,Female,85,-0.0005
2006,Female,86,-0.0013
2006,Female,87,-0.0007
2006,Female,88,-0.0008
2006,Female,89,-0.0015
2006,Female,90,-0.0013
2006,Female,91,-0.0014
2006,Female,92,-0.0015
2006,Female,93,-0.0008
2006,Female,94,-0.0011
2006,Female,95,-0.001
2006,Female,96,-0.001
2006,Female,97,-0.0009
2006,Female,98,-0.0006
2006,Female,99,0.0017
2007,Male,1,0.0129
2007,Male,2,0.0153
2007,Male,3,0.0122
2007,Male,4,0.011
2007,Male,5,0.0092
2007,Male,6,0.01
2007,Male,7,0.0108
2007,Male,8,0.0092
2007,Male,9,0.0099
2007,Male,10,0.0078
2007,Male,11,0.0087
2007,Male,12,0.0083
2007,Male,13,0.0087
2007,Male,14,0.0094
2007,Male,15,0.0084
2007,Male,16,0.0085
2007,Male,17,0.0088
2007,Male,18,0.0097
2007,Male,19,0.0136
2007,Male,20,0.0182
2007,Male,21,0.0205
2007,Male,22,0.0229
2007,Male,23,0.0301
2007,Male,24,0.0334
2007,Male,25,0.0394
2007,Male,26,0.0422
2007,Male,27,0.0492
2007,Male,28,0.0438
2007,Male,29,0.0411
2007,Male,30,0.0376
2007,Male,31,0.0376
2007,Male,32,0.0333
2007,Male,33,0.0294
2007,Male,34,0.0263
2007,Male,35,0.023
2007,Male,36,0.0202
2007,Male,37,0.0192
2007,Male,38,0.0168
2007,Male,39,0.0158
2007,Male,40,0.0137
2007,Male,41,0.0148
2007,Male,42,0.0115
2007,Male,43,0.0118
2007,Male,44,0.0096
2007,Male,45,0.0103
2007,Male,46,0.0103
2007,Male,47,0.0075
2007,Male,48,0.0059
2007,Male,49,0.005
2007,Male,50,0.0034
2007,Male,51,0.0038
2007,Male,52,0.0019
2007,Male,53,0.0018
2007,Male,54,-0.0006
2007,Male,55,-0.0009
2007,Male,56,-0.0011
2007,Male,57,-0.0016
2007,Male,58,-0.0028
2007,Male,59,-0.0027
2007,Male,60,-0.0054
2007,Male,61,-0.003
2007,Male,62,-0.0047
2007,Male,63,-0.004
2007,Male,64,-0.0028
2007,Male,65,-0.0073
2007,Male,66,-0.0037
2007,Male,67,-0.0026
2007,Male,68,-0.0018
2007,Male,69,-0.001
2007,Male,70,-0.0009
2007,Male,71,-0.0011
2007,Male,72,-0.0016
2007,Male,73,-0.0
2007,Male,74,-0.0005
2007,Male,75,-0.0012
2007,Male,76,-0.0012
2007,Male,77,-0.0002
2007,Male,78,-0.0006
2007,Male,79,-0.0013
2007,Male,80,-0.0016
2007,Male,81,-0.0008
2007,Male,82,-0.001
2007,Male,83,-0.0006
2007,Male,84,-0.0013
2007,Male,85,-0.0007
2007,Male,86,-0.0013
2007,Male,87,-0.0019
2007,Male,88,-0.001
2007,Male,89,0.0002
2007,Male,90,-0.0014
2007,Male,91,-0.0025
2007,Male,92,-0.0014
2007,Male,93,-0.0032
2007,Male,94,-0.0016
2007,Male,95,-0.0007
2007,Male,96,-0.0021
2007,Male,97,-0.0016
2007,Male,98,-0.0023
2007,Male,99,-0.0026
2007,Female,1,0.0119
2007,Female,2,0.0134
2007,Female,3,0.0106
2007,Female,4,0.0099
2007,Female,5,0.0086
2007,Female,6,0.0091
2007,Female,7,0.0098
2007,Female,8,0.0095
2007,Female,9,0.0089
2007,Female,10,0.0086
2007,Female,11,0.0077
2007,Female,12,0.0093
2007,Female,13,0.0069
2007,Female,14,0.0081
2007,Female,15,0.007
2007,Female,16,0.0087
2007,Female,17,0.0077
2007,Female,18,0.012
2007,Female,19,0.0196
2007,Female,20,0.0239
2007,Female,21,0.0234
2007,Female,22,0.0271
2007,Female,23,0.0323
2007,Female,24,0.0351
2007,Female,25,0.0371
2007,Female,26,0.0387
2007,Female,27,0.0406
2007,Female,28,0.038
2007,Female,29,0.0337
2007,Female,30,0.0312
2007,Female,31,0.0261
2007,Female,32,0.0261
2007,Female,33,0.0202
2007,Female,34,0.018
2007,Female,35,0.0135
2007,Female,36,0.013
2007,Female,37,0.0117
2007,Female,38,0.0111
2007,Female,39,0.0099
2007,Female,40,0.008
2007,Female,41,0.0079
2007,Female,42,0.0066
2007,Female,43,0.0078
2007,Female,44,0.0055
2007,Female,45,0.0039
2007,Female,46,0.0039
2007,Female,47,0.0039
2007,Female,48,0.003
2007,Female,49,0.0021
2007,Female,50,0.001
2007,Female,51,0.0001
2007,Female,52,-0.0012
2007,Female,53,-0.001
2007,Female,54,-0.0001
2007,Female,55,-0.0028
2007,Female,56,-0.0019
2007,Female,57,-0.0026
2007,Female,58,-0.0026
2007,Female,59,-0.003
2007,Female,60,-0.0025
2007,Female,61,-0.0017
2007,Female,62,-0.0029
2007,Female,63,-0.0022
2007,Female,64,-0.0033
2007,Female,65,-0.0024
2007,Female,66,-0.0011
2007,Female,67,-0.0009
2007,Female,68,-0.0009
2007,Female,69,-0.0005
2007,Female,70,-0.0003
2007,Female,71,-0.0009
2007,Female,72,-0.0004
2007,Female,73,-0.0006
2007,Female,74,-0.0002
2007,Female,75,-0.0006
2007,Female,76,-0.0004
2007,Female,77,-0.0002
2007,Female,78,-0.0007
2007,Female,79,-0.0004
2007,Female,80,-0.0008
2007,Female,81,-0.0006
2007,Female,82,-0.0004
2007,Female,83,-0.0003
2007,Female,84,-0.0005
2007,Female,85,-0.0002
2007,Female,86,-0.0004
2007,Female,87,-0.0005
2007,Female,88,-0.0012
2007,Female,89,-0.0011
2007,Female,90,-0.0014
2007,Female,91,-0.0011
2007,Female,92,-0.0011
2007,Female,93,-0.0013
2007,Female,94,-0.0006
2007,Female,95,-0.0009
2007,Female,96,-0.0003
2007,Female,97,-0.0012
2007,Female,98,-0.0036
2007,Female,99,-0.002
2008,Male,1,0.0211
2008,Male,2,0.018
2008,Male,3,0.0141
2008,Male,4,0.0142
2008,Male,5,0.012
2008,Male,6,0.0124
2008,Male,7,0.0135
2008,Male,8,0.0129
2008,Male,9,0.0114
2008,Male,10,0.0116
2008,Male,11,0.0112
2008,Male,12,0.0106
2008,Male,13,0.0108
2008,Male,14,0.0122
2008,Male,15,0.0111
2008,Male,16,0.0107
2008,Male,17,0.0088
2008,Male,18,0.0118
2008,Male,19,0.0153
2008,Male,20,0.0208
2008,Male,21,0.0239
2008,Male,22,0.0269
2008,Male,23,0.0374
2008,Male,24,0.0413
2008,Male,25,0.0438
2008,Male,26,0.047
2008,Male,27,0.0517
2008,Male,28,0.0508
2008,Male,29,0.0484
2008,Male,30,0.0449
2008,Male,31,0.0389
2008,Male,32,0.0372
2008,Male,33,0.0336
2008,Male,34,0.0306
2008,Male,35,0.026
2008,Male,36,0.0251
2008,Male,37,0.0225
2008,Male,38,0.0216
2008,Male,39,0.0205
2008,Male,40,0.0182
2008,Male,41,0.0166
2008,Male,42,0.0155
2008,Male,43,0.0158
2008,Male,44,0.0131
2008,Male,45,0.0113
2008,Male,46,0.0121
2008,Male,47,0.0104
2008,Male,48,0.0101
2008,Male,49,0.008
2008,Male,50,0.007
2008,Male,51,0.008
2008,Male,52,0.0053
2008,Male,53,0.0048
2008,Male,54,0.0044
2008,Male,55,0.0036
2008,Male,56,0.002
2008,Male,57,0.0018
2008,Male,58,0.0006
2008,Male,59,0.0002
2008,Male,60,-0.0021
2008,Male,61,-0.0008
2008,Male,62,-0.0021
2008,Male,63,-0.0022
2008,Male,64,-0.0021
2008,Male,65,-0.006
2008,Male,66,-0.003
2008,Male,67,-0.0025
2008,Male,68,-0.0022
2008,Male,69,-0.0019
2008,Male,70,-0.0014
2008,Male,71,-0.002
2008,Male,72,-0.0007
2008,Male,73,-0.0007
2008,Male,74,-0.0008
2008,Male,75,-0.0013
2008,Male,76,-0.0011
2008,Male,77,-0.0017
2008,Male,78,-0.0002
2008,Male,79,-0.0008
2008,Male,80,-0.0006
2008,Male,81,-0.0005
2008,Male,82,-0.0006
2008,Male,83,-0.0006
2008,Male,84,-0.0005
2008,Male,85,-0.0007
2008,Male,86,-0.0005
2008,Male,87,-0.0017
2008,Male,88,-0.0015
2008,Male,89,-0.0013
2008,Male,90,-0.0014
2008,Male,91,-0.0011
2008,Male,92,-0.0024
2008,Male,93,-0.0018
2008,Male,94,-0.0051
2008,Male,95,-0.0014
2008,Male,96,-0.0057
2008,Male,97,-0.0071
2008,Male,98,-0.0021
2008,Male,99,-0.0078
2008,Female,1,0.0218
2008,Female,2,0.0178
2008,Female,3,0.0136
2008,Female,4,0.0135
2008,Female,5,0.0134
2008,Female,6,0.0117
2008,Female,7,0.0126
2008,Female,8,0.0124
2008,Female,9,0.013
2008,Female,10,0.0114
2008,Female,11,0.0105
2008,Female,12,0.0103
2008,Female,13,0.0115
2008,Female,14,0.0086
2008,Female,15,0.0088
2008,Female,16,0.0101
2008,Female,17,0.0089
2008,Female,18,0.0151
2008,Female,19,0.0216
2008,Female,20,0.0281
2008,Female,21,0.0258
2008,Female,22,0.0305
2008,Female,23,0.0366
2008,Female,24,0.0411
2008,Female,25,0.0422
2008,Female,26,0.0466
2008,Female,27,0.0496
2008,Female,28,0.0422
2008,Female,29,0.0388
2008,Female,30,0.0344
2008,Female,31,0.0329
2008,Female,32,0.0299
2008,Female,33,0.0258
2008,Female,34,0.0216
2008,Female,35,0.0203
2008,Female,36,0.0179
2008,Female,37,0.016
2008,Female,38,0.0151
2008,Female,39,0.0112
2008,Female,40,0.0118
2008,Female,41,0.0119
2008,Female,42,0.0095
2008,Female,43,0.0085
2008,Female,44,0.0086
2008,Female,45,0.0081
2008,Female,46,0.0072
2008,Female,47,0.0075
2008,Female,48,0.0071
2008,Female,49,0.0051
2008,Female,50,0.0042
2008,Female,51,0.0036
2008,Female,52,0.0033
2008,Female,53,0.0031
2008,Female,54,0.0018
2008,Female,55,0.0003
2008,Female,56,0.0015
2008,Female,57,-0.0004
2008,Female,58,-0.0004
2008,Female,59,-0.0011
2008,Female,60,-0.0013
2008,Female,61,-0.001
2008,Female,62,-0.0015
2008,Female,63,-0.0011
2008,Female,64,-0.0022
2008,Female,65,-0.0012
2008,Female,66,-0.0009
2008,Female,67,-0.0004
2008,Female,68,-0.0007
2008,Female,69,-0.0001
2008,Female,70,-0.0012
2008,Female,71,-0.0003
2008,Female,72,-0.0005
2008,Female,73,-0.0008
2008,Female,74,0.0003
2008,Female,75,-0.0005
2008,Female,76,0.0
2008,Female,77,-0.0007
2008,Female,78,-0.0001
2008,Female,79,-0.0006
2008,Female,80,0.0002
2008,Female,81,0.0
2008,Female,82,-0.0001
2008,Female,83,-0.0006
2008,Female,84,-0.0005
2008,Female,85,-0.0001
2008,Female,86,-0.0004
2008,Female,87,-0.0011
2008,Female,88,-0.0004
2008,Female,89,-0.0007
2008,Female,90,-0.002
2008,Female,91,-0.0005
2008,Female,92,-0.0011
2008,Female,93,-0.0026
2008,Female,94,-0.0024
2008,Female,95,-0.0014
2008,Female,96,-0.0024
2008,Female,97,-0.0016
2008,Female,98,-0.0022
2008,Female,99,-0.0005
2009,Male,1,0.019
2009,Male,2,0.0157
2009,Male,3,0.0101
2009,Male,4,0.0114
2009,Male,5,0.0103
2009,Male,6,0.0106
2009,Male,7,0.0092
2009,Male,8,0.0093
2009,Male,9,0.0106
2009,Male,10,0.0084
2009,Male,11,0.0106
2009,Male,12,0.0091
2009,Male,13,0.0091
2009,Male,14,0.0089
2009,Male,15,0.0092
2009,Male,16,0.008
2009,Male,17,0.0078
2009,Male,18,0.0095
2009,Male,19,0.0118
2009,Male,20,0.0163
2009,Male,21,0.0159
2009,Male,22,0.0202
2009,Male,23,0.0254
2009,Male,24,0.0296
2009,Male,25,0.0327
2009,Male,26,0.0364
2009,Male,27,0.0364
2009,Male,28,0.035
2009,Male,29,0.0345
2009,Male,30,0.0312
2009,Male,31,0.0277
2009,Male,32,0.0275
2009,Male,33,0.0233
2009,Male,34,0.021
2009,Male,35,0.0196
2009,Male,36,0.0161
2009,Male,37,0.0161
2009,Male,38,0.014
2009,Male,39,0.0126
2009,Male,40,0.0115
2009,Male,41,0.0104
2009,Male,42,0.0092
2009,Male,43,0.0097
2009,Male,44,0.0081
2009,Male,45,0.0084
2009,Male,46,0.0082
2009,Male,47,0.0067
2009,Male,48,0.0063
2009,Male,49,0.005
2009,Male,50,0.0049
2009,Male,51,0.0037
2009,Male,52,0.0029
2009,Male,53,0.003
2009,Male,54,0.0026
2009,Male,55,0.0016
2009,Male,56,0.0018
2009,Male,57,0.0007
