hid,htype,nbcars_agg,hsize,age_discrete,gender,marital_status,employment,driving_licence
76,230,1,6,4,2,2,2,1
77,220,1,6,3,1,1,1,1
78,230,0,6,1,2,1,5,2
79,220,0,6,5,2,2,2,1
80,220,2,6,1,1,1,5,2
81,220,0,6,3,1,1,3,1
82,220,1,6,4,1,1,1,1
83,220,2,6,1,2,1,5,2
84,230,1,6,3,1,1,1,2
85,220,2,6,3,1,1,3,1
86,220,1,6,2,1,1,3,2
87,220,1,6,5,2,2,2,1
88,220,1,6,1,2,1,5,2
89,220,3,6,5,2,2,2,1
90,220,3,6,5,2,2,2,1
91,220,2,6,4,2,2,1,1
92,220,2,6,1,1,1,5,2
93,220,2,6,5,2,2,2,1
94,220,2,6,5,1,2,1,1
95,30,2,6,4,2,2,1,1
96,220,0,6,5,1,2,1,1
97,30,2,6,5,2,2,2,1
98,220,2,6,2,2,1,3,2
99,220,2,6,5,1,2,1,1
100,220,2,6,4,2,1,1,1
101,220,2,6,5,2,2,2,1
102,220,1,6,1,1,1,5,2
103,220,1,6,1,1,1,5,2
104,220,2,6,1,1,1,5,2
105,220,2,6,1,1,1,5,2
106,220,1,6,4,2,2,2,1
107,220,1,6,3,2,1,1,1
108,230,1,6,3,1,1,1,1
109,220,1,6,2,1,1,1,2
110,220,1,6,4,2,2,2,1
111,220,1,6,3,1,1,1,2
112,220,1,6,1,1,1,5,2
113,230,2,6,4,2,2,2,1
114,230,2,6,4,1,2,1,1
115,30,2,6,5,1,2,1,1
116,220,1,6,1,1,1,5,2
117,220,1,6,2,1,1,3,2
118,220,1,6,5,1,2,1,1
119,230,1,6,4,2,1,1,2
120,220,1,6,1,2,1,5,2
121,220,1,6,5,1,2,1,1
122,220,0,6,2,2,1,1,2
123,220,3,6,1,1,1,5,2
124,220,1,6,1,1,1,5,2
125,220,1,6,4,2,2,1,1
126,220,2,6,1,2,1,5,2
127,230,3,6,2,2,1,1,2
128,220,2,6,1,1,1,5,2
129,220,2,6,4,1,1,1,1
130,230,2,6,5,1,2,1,1
131,220,2,6,5,1,2,1,1
132,220,2,6,4,1,2,1,1
133,220,0,6,1,1,1,5,2
134,220,0,6,4,1,2,1,1
135,220,1,6,1,2,1,5,2
136,220,1,6,4,2,2,1,1
137,220,3,6,1,2,1,5,2
138,220,3,6,1,1,1,5,2
139,220,2,6,1,2,1,5,2
140,220,2,6,1,1,1,5,2
141,220,1,6,2,2,1,1,2
142,220,2,6,5,1,2,1,1
143,30,2,6,1,2,1,5,2
144,220,2,6,5,2,2,1,1
145,220,2,6,3,1,1,1,1
146,220,2,6,4,1,1,1,1
147,230,2,6,5,2,2,1,1
148,30,2,6,5,1,2,1,1
149,220,2,6,5,2,2,1,1
150,220,2,6,2,1,1,1,2
151,220,1,6,1,2,1,5,2
152,220,1,6,3,2,1,3,1
153,220,2,6,2,2,1,1,2
154,220,2,6,2,1,1,3,2
155,220,2,6,5,2,2,1,2
156,220,2,6,5,1,2,1,1
157,220,2,6,1,2,1,5,2
158,220,2,6,5,1,2,1,1
159,220,1,6,5,2,2,1,2
160,30,1,6,3,2,1,1,1
161,220,1,6,4,2,2,1,1
162,220,3,6,5,1,2,1,1
163,220,2,6,3,1,1,3,1
164,220,2,6,5,2,2,1,2
165,220,2,6,5,2,2,1,2
166,220,1,6,3,2,1,1,2
167,220,2,6,1,1,1,5,2
168,30,2,6,5,1,2,1,1
169,220,1,6,5,1,2,1,1
170,30,1,6,4,1,2,2,1
171,220,3,6,1,1,1,5,2
172,220,3,6,1,1,1,5,2
173,220,2,6,2,1,1,3,2
174,220,4,6,3,2,1,1,1
175,220,0,6,5,2,2,1,2
176,220,2,6,1,1,1,5,2
177,220,2,6,1,2,1,5,2
178,220,2,6,3,2,1,1,1
179,220,1,6,5,1,2,1,1
180,220,1,6,1,2,1,5,2
181,220,1,6,1,2,1,5,2
182,30,1,6,4,2,1,1,1
183,220,3,6,4,1,1,1,1
184,220,2,6,5,2,2,2,2
185,220,2,6,4,2,1,1,1
186,30,2,6,5,1,2,1,1
187,220,2,6,1,1,1,5,2
188,220,2,6,5,2,2,2,2
189,220,2,6,1,1,1,5,2
190,220,2,6,5,2,2,2,2
191,220,2,6,5,2,2,2,2
192,220,2,6,5,2,2,2,2
193,220,2,6,1,2,1,5,2
194,220,3,6,1,2,1,5,2
195,30,3,6,5,2,1,2,2
196,220,3,6,3,2,1,1,2
197,220,2,6,4,2,1,2,2
198,220,0,6,1,2,1,3,2
199,230,2,6,1,1,1,5,2
200,230,1,6,5,1,2,1,1
201,220,3,6,4,2,1,2,1
202,220,2,6,4,2,1,2,1
203,220,1,6,1,2,1,5,2
204,220,1,6,5,2,1,2,1
205,30,1,6,4,1,2,1,1
206,220,2,6,2,2,1,2,2
207,220,2,6,5,2,1,2,1
208,220,2,6,5,1,2,1,1
209,220,2,6,1,1,1,5,2
210,220,2,6,5,1,2,1,1
211,30,2,6,5,2,1,2,1
212,220,1,6,1,1,1,5,2
213,220,1,6,2,1,1,3,2
214,220,1,6,5,2,1,2,1
215,220,1,6,2,2,1,1,2
216,220,1,6,1,2,1,5,2
217,220,2,6,3,2,1,1,1
218,220,1,6,3,2,1,1,1
219,220,1,6,5,1,2,1,1
220,220,2,6,3,1,1,1,2
221,220,2,6,1,2,1,5,2
222,220,3,6,5,2,1,2,1
223,230,1,6,4,2,1,1,2
224,30,3,6,5,1,2,1,1
225,30,3,6,5,1,2,1,1
226,220,1,6,3,2,1,3,2
227,220,1,6,5,1,2,1,1
228,220,3,6,2,2,1,1,2
229,220,3,6,1,2,1,5,2
230,220,3,6,5,1,2,1,1
231,220,3,6,5,2,1,2,1
232,220,2,6,1,2,1,5,2
233,220,2,6,3,1,1,1,1
234,220,2,6,1,1,1,5,2
235,220,2,6,1,2,1,5,2
236,220,2,6,1,2,1,5,2
237,220,2,6,3,2,1,3,1
238,30,1,6,5,1,2,1,1
239,220,0,6,1,1,1,5,2
240,220,2,6,3,1,1,1,2
241,220,2,6,1,1,1,5,2
242,220,2,6,5,2,2,1,1
243,220,2,6,5,1,2,1,1
244,220,1,6,5,2,2,1,1
245,220,1,6,3,2,1,1,1
246,220,1,6,5,1,2,1,1
247,220,1,6,5,2,2,1,1
248,220,1,6,5,2,2,1,1
249,220,1,6,1,1,1,5,2
250,30,2,6,3,1,1,1,2
251,220,2,6,2,2,1,3,2
252,220,2,6,5,1,2,1,1
253,220,1,6,1,1,1,5,2
254,220,2,6,5,2,2,1,1
255,220,1,6,1,2,1,5,2
256,220,1,6,1,1,1,5,2
257,220,3,6,2,1,1,3,2
258,220,2,6,5,2,2,1,1
259,220,2,6,1,2,1,5,2
260,220,2,6,5,2,2,1,1
261,220,0,6,1,1,1,5,2
262,220,3,6,5,2,2,1,1
263,220,1,6,3,1,1,1,2
264,220,2,6,5,2,2,1,1
265,220,3,6,3,1,1,3,1
266,220,2,6,2,1,1,3,2
267,220,2,6,5,1,2,1,1
268,220,0,6,1,2,1,5,2
269,220,1,6,3,1,1,1,1
270,30,1,6,5,2,2,1,1
271,30,1,6,3,2,2,1,1
272,220,3,6,1,1,1,5,2
273,30,4,6,4,2,1,1,2
274,220,1,6,1,1,1,5,2
275,220,2,6,2,2,1,1,2
276,220,2,6,2,2,1,1,2
277,220,2,6,1,2,1,5,2
278,220,3,6,4,2,2,1,1
279,220,3,6,4,2,2,1,1
280,220,2,6,1,2,1,5,2
281,220,1,6,1,2,1,5,2
282,220,0,6,5,1,3,1,1
283,220,1,6,5,1,3,1,1
284,220,1,6,2,2,1,1,2
285,220,1,6,1,2,1,5,2
286,220,2,6,1,1,1,5,2
287,220,2,6,5,1,3,1,1
288,220,2,6,1,1,1,5,2
289,220,3,6,2,1,1,3,2
290,220,0,6,3,1,1,1,2
291,220,0,6,4,2,1,1,1
292,220,2,6,5,1,1,1,1
293,220,1,6,5,2,1,1,1
294,220,1,6,2,1,1,1,2
295,220,2,6,5,2,1,1,1
296,220,2,6,2,2,1,1,2
297,220,2,6,4,1,1,1,1
298,220,0,6,5,1,1,1,1
299,220,1,6,1,1,1,5,2
300,220,1,6,1,2,1,5,2
301,30,2,6,2,2,1,3,2
302,30,0,6,5,1,1,1,1
303,220,3,6,2,1,1,3,2
304,220,3,6,3,2,1,2,1
305,220,3,6,1,2,1,3,2
306,220,1,6,1,2,1,5,2
307,220,2,6,1,2,1,5,2
308,220,1,6,5,1,1,1,1
309,220,1,6,5,1,1,1,1
310,230,2,6,4,2,1,1,1
311,230,2,6,3,1,1,1,1
312,220,2,6,1,2,1,5,2
313,220,2,6,1,2,1,5,2
314,220,4,6,3,1,1,1,1
315,220,3,6,3,1,1,1,1
316,230,3,6,4,2,1,1,1
317,220,2,6,4,1,1,1,1
318,220,2,6,1,2,1,5,2
319,220,2,6,1,1,1,5,2
320,220,2,6,3,1,1,3,1
321,220,1,6,1,1,1,5,2
322,220,2,6,5,1,1,1,2
323,220,2,6,3,1,1,2,2
324,220,1,6,1,2,1,5,2
325,220,2,6,2,1,1,1,2
326,220,2,6,5,1,1,2,2
327,30,2,6,5,1,1,1,2
328,220,2,6,1,2,1,5,2
329,220,1,6,1,1,1,5,2
330,220,2,6,1,2,1,5,2
331,230,1,6,1,1,1,5,2
332,220,1,6,1,1,1,5,2
333,220,1,6,4,2,1,1,1
334,220,1,6,2,2,1,1,2
335,220,1,6,2,1,1,3,2
336,220,1,6,1,1,1,5,2
337,220,2,6,1,1,1,5,2
338,220,2,6,1,1,1,5,2
339,220,2,6,4,2,1,1,1
340,30,2,6,3,1,1,1,1
341,220,2,6,4,2,1,1,1
342,220,2,6,5,1,4,1,2
343,220,1,6,5,1,4,1,2
344,220,2,6,4,2,1,1,1
345,220,2,6,1,1,1,5,2
346,30,5,6,2,1,1,1,2
347,230,4,6,5,1,4,1,2
348,230,1,6,4,1,1,1,1
349,220,2,6,4,2,1,1,1
350,220,3,6,5,1,4,1,2
351,220,1,6,1,2,1,5,2
352,220,2,6,1,1,1,5,2
353,220,2,6,1,2,1,5,2
354,220,1,6,4,2,2,1,2
355,220,2,6,1,2,1,5,2
356,220,2,6,3,2,1,1,1
357,220,1,6,5,2,1,1,1
358,220,1,6,1,1,1,5,2
359,220,1,6,5,1,2,1,2
360,220,1,6,5,1,2,1,2
361,220,1,6,2,1,1,1,2
362,220,1,6,3,1,1,3,1
363,220,1,6,2,2,1,3,2
364,220,0,6,5,2,1,1,1
365,220,2,6,5,1,2,1,2
366,220,1,6,1,2,1,5,2
367,220,4,6,1,2,1,5,2
368,30,2,6,1,1,1,5,2
369,220,2,6,5,2,1,1,1
370,220,1,6,5,1,2,1,2
371,220,2,6,3,1,1,2,1
372,220,0,6,2,1,1,2,2
373,220,0,6,1,2,1,5,2
374,220,2,6,2,2,1,3,2
375,220,2,6,1,1,1,5,2
376,220,2,6,1,2,1,5,2
377,220,1,6,5,2,1,1,1
378,220,1,6,3,1,1,1,1
379,220,2,6,5,1,2,1,2
380,220,2,6,1,1,1,5,2
381,220,2,6,5,2,2,1,1
382,220,2,6,5,2,2,1,1
383,220,0,6,5,2,2,1,1
384,220,0,6,2,2,1,1,2
385,220,1,6,1,1,1,5,2
386,220,1,6,2,2,1,3,2
387,220,1,6,5,1,2,1,2
388,220,1,6,3,1,1,1,1
389,220,4,6,5,1,2,1,2
390,220,4,6,5,1,2,1,2
391,220,1,6,5,2,2,1,1
392,220,1,6,1,2,1,5,2
393,220,1,6,5,2,2,1,2
394,30,1,6,3,1,1,1,2
395,220,1,6,3,1,1,2,1
396,220,1,6,5,1,2,1,2
397,30,1,6,4,1,1,1,1
398,220,2,6,3,2,1,1,1
399,220,0,6,5,1,2,1,1
400,30,0,6,1,2,1,5,2
401,220,1,6,2,2,1,3,2
402,220,1,6,2,1,1,3,2
403,30,1,6,1,2,1,5,2
404,220,3,6,5,1,2,1,1
405,220,2,6,5,2,2,1,1
406,220,3,6,2,1,1,3,2
407,30,3,6,1,2,1,5,2
408,220,1,6,1,1,1,5,2
409,220,2,6,5,1,2,1,1
410,220,2,6,1,2,1,5,2
411,30,3,6,1,2,1,5,2
412,220,3,6,3,2,1,3,1
413,220,1,6,1,1,1,5,2
414,220,1,6,4,1,1,1,1
415,230,1,6,2,2,1,3,2
416,220,2,6,1,2,1,5,2
417,30,2,6,4,2,2,1,2
418,220,1,6,2,1,1,3,2
419,230,1,6,1,1,1,5,2
420,220,1,6,1,1,1,5,2
421,220,1,6,4,2,2,1,1
422,220,2,6,2,2,1,1,2
423,220,1,6,4,2,2,1,1
424,220,2,6,5,1,2,1,1
425,220,2,6,1,1,1,5,2
426,220,2,6,4,2,1,1,1
427,220,3,6,2,1,1,1,2
428,220,1,6,1,2,1,5,2
429,220,1,6,5,1,4,1,1
430,220,2,6,1,2,1,5,2
431,230,2,6,2,2,1,3,2
432,30,3,6,4,2,2,1,1
433,220,3,6,1,2,1,5,2
434,220,1,6,2,2,1,3,2
435,220,3,6,1,1,1,5,2
436,220,2,6,1,1,1,5,2
437,220,1,6,1,1,1,5,2
438,230,1,6,2,1,1,3,2
439,230,2,6,2,2,1,1,2
440,220,3,6,1,1,1,5,2
441,220,2,6,1,1,1,5,2
442,30,2,6,2,1,1,3,2
443,220,2,6,1,1,1,5,2
444,230,2,6,1,1,1,5,2
445,230,3,6,1,2,1,5,2
446,220,3,6,1,2,1,5,2
447,220,1,6,1,1,1,5,2
448,30,1,6,4,2,1,1,1
449,220,3,6,1,1,1,5,2
450,220,0,6,5,1,4,1,1
451,220,1,6,1,2,1,5,2
452,220,1,6,1,2,1,5,2
453,30,1,6,5,1,4,1,1
454,30,1,6,2,2,1,1,2
455,220,2,6,1,1,1,5,2
456,220,2,6,4,2,1,1,1
457,220,0,6,4,2,1,1,1
458,220,2,6,1,2,1,5,2
459,220,2,6,5,1,4,1,1
460,220,1,6,2,1,1,3,2
461,220,1,6,1,1,1,5,2
462,30,1,6,4,1,2,1,1
463,220,1,6,1,1,1,5,2
464,220,1,6,4,2,2,2,1
465,30,1,6,1,2,1,5,2
466,220,1,6,3,1,1,1,1
467,220,2,6,5,1,2,1,1
468,230,2,6,1,1,1,5,2
469,230,1,6,2,1,1,1,2
470,230,1,6,1,2,1,5,2
471,230,1,6,5,1,2,1,1
472,230,1,6,2,2,1,1,2
473,230,1,6,2,2,1,2,2
474,230,1,6,1,1,1,5,2
475,230,1,6,1,1,1,5,2
476,230,0,6,1,1,1,5,2
477,230,0,6,5,1,4,1,1
478,230,2,6,1,2,1,5,2
479,230,2,6,2,1,1,1,2
480,230,1,6,1,1,1,5,2
481,220,1,6,5,1,4,1,1
482,230,1,6,1,2,1,5,2
483,230,1,6,5,1,4,1,1
484,230,2,6,1,1,1,5,2
485,230,2,6,2,2,1,1,2
486,230,2,6,5,1,4,1,1
487,230,2,6,2,2,1,3,2
488,230,2,6,1,2,1,5,2
489,230,2,6,1,1,1,5,2
490,230,0,6,5,2,2,1,1
491,230,3,6,2,2,1,3,2
492,230,3,6,1,2,1,5,2
493,230,1,6,2,2,1,3,2
494,230,1,6,2,2,1,3,2
495,230,2,6,1,2,1,5,2
496,230,2,6,5,1,2,1,1
497,230,1,6,1,2,1,5,2
498,230,1,6,1,1,1,5,2
499,230,2,6,1,1,1,5,2
500,230,1,6,1,1,1,5,2
501,230,1,6,1,1,1,5,2
502,230,2,6,5,1,2,1,1
503,230,2,6,1,2,1,5,2
504,230,1,6,1,2,1,5,2
505,230,1,6,1,1,1,5,2
506,230,1,6,2,2,1,3,2
507,230,1,6,1,1,1,5,2
508,230,1,6,5,1,2,1,1
509,230,1,6,2,2,1,3,2
510,230,3,6,2,1,1,3,2
511,230,3,6,2,2,1,3,2
512,230,1,6,1,1,1,5,2
513,230,1,6,2,2,1,3,2
514,230,1,6,1,1,1,5,2
515,230,1,6,1,1,1,5,2
516,230,1,6,5,1,4,1,1
517,230,3,6,1,1,1,5,2
518,230,3,6,1,1,1,5,2
519,230,3,6,1,2,1,5,2
520,230,2,6,2,1,1,3,2
521,230,1,6,1,1,1,5,2
522,230,1,6,1,1,1,5,2
523,230,2,6,5,1,4,1,1
524,230,3,6,2,1,1,3,2
525,230,2,6,5,1,4,1,1
526,230,2,6,1,2,1,5,2
527,230,2,6,1,1,1,5,2
528,230,2,6,2,1,1,2,2
529,230,2,6,2,2,1,3,2
530,230,2,6,2,2,1,3,2
531,230,1,6,5,1,4,1,1
532,230,1,6,2,2,1,3,2
533,230,2,6,2,1,1,1,2
534,230,1,6,2,1,1,3,2
535,230,1,6,2,2,1,3,2
536,230,1,6,2,2,1,1,2
537,230,2,6,2,2,1,3,2
538,230,2,6,1,1,1,5,2
539,230,1,6,1,1,1,5,2
540,230,1,6,1,2,1,5,2
541,230,1,6,1,2,1,3,2
542,230,1,6,5,1,4,1,1
543,230,2,6,5,1,4,1,1
544,230,1,6,2,2,1,1,2
545,230,1,6,2,1,1,1,2
546,230,1,6,1,1,1,5,2
547,230,1,6,5,1,4,1,1
548,230,1,6,1,1,1,5,2
549,230,2,6,2,2,1,1,2
550,230,3,6,5,1,4,1,1
551,230,2,6,2,2,1,1,2
552,230,1,6,5,1,4,1,1
553,230,3,6,1,1,1,5,2
554,230,2,6,2,2,1,1,2
555,230,1,6,5,1,4,1,1
556,230,1,6,1,2,1,5,2
557,230,1,6,1,2,1,5,2
558,230,2,6,2,2,1,1,2
559,230,2,6,1,2,1,5,2
560,230,2,6,1,2,1,5,2
561,230,2,6,1,1,1,5,2
562,230,2,6,1,1,1,5,2
563,230,2,6,1,2,1,5,2
564,230,2,6,5,1,2,1,1
565,220,2,6,5,2,2,2,2
566,220,1,6,5,1,2,1,2
567,220,2,6,1,1,1,5,2
568,220,2,6,1,2,1,5,2
569,220,1,6,4,2,2,2,1
570,230,1,6,1,1,1,5,2
571,220,1,6,5,1,2,1,2
572,220,4,6,3,1,1,1,1
573,230,2,6,2,2,1,3,2
574,230,2,6,2,1,1,1,2
575,220,1,6,3,2,1,1,2
576,220,4,6,4,1,1,2,1
577,230,2,6,1,1,1,5,2
578,220,2,6,4,2,2,2,1
579,30,2,6,4,2,2,1,1
580,230,2,6,3,1,1,1,1
581,30,1,6,3,2,1,1,2
582,220,2,6,5,1,2,1,1
583,220,2,6,1,1,1,5,2
584,230,2,6,2,2,1,1,2
585,220,1,6,1,1,1,5,2
586,220,2,6,1,1,1,5,2
587,220,3,6,5,1,2,1,1
588,230,1,6,1,1,1,5,2
589,230,2,6,2,2,1,1,2
590,220,1,6,1,1,1,5,2
591,220,1,6,4,1,1,2,1
592,230,3,6,2,1,1,3,2
593,220,2,6,1,1,1,5,2
594,220,3,6,3,1,1,3,2
595,220,1,6,1,2,1,5,2
596,220,2,6,1,1,1,5,2
597,220,2,6,1,1,1,5,2
598,220,1,6,1,1,1,5,2
599,230,3,6,5,1,4,1,1
600,230,2,6,2,2,1,3,2
601,30,4,6,4,2,2,1,1
602,220,1,6,1,1,1,5,2
603,220,1,6,4,1,2,1,1
604,30,1,6,3,2,1,1,1
605,30,2,6,2,1,1,3,2
606,230,2,6,1,1,1,5,2
607,220,3,6,5,1,2,1,1
608,220,1,6,1,2,1,5,2
609,30,1,6,2,1,1,2,2
610,220,0,6,1,2,1,5,2
611,230,1,6,4,2,1,1,2
612,220,2,6,4,2,1,1,1
613,220,1,6,2,1,1,3,2
614,220,2,6,4,1,1,1,1
615,220,2,6,5,1,2,1,2
616,230,1,6,5,2,2,2,1
617,220,1,6,1,2,1,5,2
618,220,1,6,1,1,1,5,2
619,220,3,6,1,1,1,5,2
620,220,2,6,1,1,1,5,2
621,220,1,6,3,2,1,1,2
622,30,2,6,5,1,2,1,1
623,220,1,6,5,1,2,1,1
624,220,0,6,5,2,1,1,1
625,230,2,6,1,2,1,5,2
626,220,3,6,2,1,1,3,2
627,220,1,6,5,2,2,1,2
628,30,1,6,3,2,1,1,2
629,30,2,6,3,2,1,3,2
630,220,2,6,5,1,2,1,1
631,220,1,6,5,1,2,1,1
632,220,2,6,1,1,1,5,2
633,220,1,6,1,1,1,5,2
634,230,2,6,1,2,1,5,2
635,30,2,6,5,1,2,1,2
636,220,3,6,1,2,1,5,2
637,220,0,6,1,2,1,5,2
638,230,1,6,5,1,2,1,1
639,220,1,6,5,2,1,1,1
640,230,1,6,5,1,4,1,1
641,220,0,6,1,2,1,5,2
642,220,1,6,4,2,2,1,1
643,230,2,6,1,1,1,5,2
644,220,1,6,1,1,1,5,2
645,220,2,6,4,1,1,1,1
646,220,3,6,1,2,1,5,2
647,30,2,6,5,1,2,1,1
648,220,2,6,5,1,2,1,1
649,230,2,6,1,2,1,5,2
650,30,3,6,1,1,1,5,2
651,220,1,6,4,1,2,3,1
652,220,1,6,1,2,1,5,2
653,220,2,6,4,1,2,3,1
654,220,1,6,2,2,1,3,2
655,220,1,6,1,2,1,5,2
656,220,3,6,4,2,2,1,1
657,220,2,6,4,2,1,1,1
658,220,2,6,2,2,1,3,2
659,220,1,6,1,1,1,5,2
660,30,1,6,4,2,1,1,1
661,220,2,6,1,1,1,5,2
662,220,2,6,5,2,2,1,1
663,220,4,6,5,2,2,1,2
664,230,2,6,1,1,1,5,2
665,220,2,6,2,2,1,1,2
666,220,2,6,5,1,2,1,1
667,230,2,6,1,2,1,5,2
668,230,2,6,1,2,1,5,2
669,220,2,6,5,1,3,1,1
670,220,2,6,3,1,1,1,2
671,230,1,6,5,1,2,1,1
672,220,2,6,5,1,2,1,1
673,220,1,6,2,2,1,3,2
674,220,1,6,3,1,1,1,1
675,220,2,6,3,1,1,1,2
676,220,2,6,1,1,1,5,2
677,220,2,6,4,1,2,3,1
678,220,2,6,5,2,2,1,1
679,220,0,6,1,1,1,5,2
680,220,1,6,1,1,1,5,2
681,220,1,6,3,2,1,1,2
682,220,2,6,4,2,1,1,1
683,220,2,6,4,1,1,2,1
684,220,2,6,1,2,1,5,2
685,220,1,6,1,1,1,5,2
686,230,2,6,1,2,1,5,2
687,220,1,6,3,1,1,1,2
688,220,2,6,1,2,1,5,2
689,220,1,6,1,1,1,5,2
690,220,2,6,4,1,2,3,1
691,220,1,6,1,2,1,5,2
692,220,1,6,1,1,1,5,2
693,230,3,6,5,1,4,1,1
694,220,3,6,1,1,1,5,2
695,230,1,6,2,1,1,3,2
696,220,1,6,4,2,2,1,1
697,220,2,6,4,2,1,1,1
698,230,1,6,2,1,1,1,2
699,220,2,6,1,1,1,5,2
700,230,2,6,1,1,1,5,2
701,220,1,6,5,2,2,1,1
702,220,1,6,1,2,1,5,2
703,220,1,6,1,1,1,5,2
704,230,1,6,1,2,1,5,2
705,230,1,6,1,1,1,5,2
706,220,2,6,4,2,1,1,1
707,220,1,6,2,2,1,3,2
708,220,1,6,3,1,1,1,2
709,220,2,6,1,2,1,5,2
710,220,2,6,5,1,2,1,1
711,220,1,6,5,2,1,2,1
712,220,2,6,2,2,1,3,2
713,220,1,6,4,1,2,3,1
714,220,3,6,5,1,2,1,1
715,220,2,6,1,1,1,5,2
716,220,0,6,2,1,1,1,2
717,230,1,6,1,2,1,5,2
718,220,1,6,1,1,1,5,2
719,220,3,6,1,2,1,5,2
720,220,1,6,1,2,1,5,2
721,220,3,6,1,2,1,5,2
722,220,1,6,1,1,1,5,2
723,230,2,6,1,2,1,5,2
724,230,1,6,2,2,1,1,2
725,220,2,6,3,2,1,1,2
726,220,2,6,5,1,1,1,1
727,220,4,6,2,1,1,3,2
728,30,2,6,4,2,1,1,1
729,230,1,6,2,2,1,1,2
730,230,1,6,1,2,1,5,2
731,220,1,6,1,1,1,5,2
732,220,2,6,1,2,1,5,2
733,220,2,6,4,1,1,1,1
734,30,1,6,1,2,1,5,2
735,230,1,6,1,1,1,5,2
736,220,1,6,1,2,1,5,2
737,230,2,6,5,1,2,1,1
738,220,1,6,1,1,1,5,2
739,220,1,6,4,2,2,1,1
740,220,2,6,5,1,4,1,2
741,220,1,6,1,1,1,5,2
742,220,1,6,5,1,2,1,1
743,220,1,6,4,2,2,1,1
744,220,2,6,1,2,1,5,2
745,220,2,6,2,1,1,1,2
746,220,2,6,1,1,1,5,2
747,220,0,6,5,1,1,1,1
748,220,2,6,5,1,2,1,1
749,220,2,6,1,1,1,5,2
750,220,2,6,2,2,1,3,2
751,220,3,6,5,1,4,1,1
752,220,1,6,1,2,1,5,2
753,220,2,6,1,2,1,5,2
754,220,2,6,4,2,2,1,1
755,220,2,6,5,1,2,1,1
756,30,2,6,1,1,1,5,2
757,220,0,6,1,2,1,5,2
758,220,2,6,5,1,2,1,2
759,230,4,6,4,2,1,1,1
760,30,2,6,5,2,2,1,2
761,220,2,6,5,1,2,1,1
762,230,2,6,2,2,1,1,2
763,220,2,6,3,1,1,2,2
764,230,1,6,2,1,1,3,2
765,230,2,6,4,1,2,1,1
766,220,1,6,4,2,2,1,1
767,220,3,6,5,2,1,1,1
768,220,2,6,1,2,1,5,2
769,30,4,6,4,2,2,1,1
770,220,2,6,1,2,1,5,2
771,30,2,6,4,1,2,2,2
772,230,1,6,2,2,1,3,2
